Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-15 00:01:36.466,    0.000,TCP  ,10003_195,    80,192.168.220.16, 48286,       1,      54,    1,.A.R.., 32,normal,---,---,---
2017-03-15 00:01:36.151,    0.000,TCP  ,192.168.220.16, 45061,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:36.964,    0.000,TCP  ,10002_113,   443,192.168.220.16, 49062,       1,      54,    1,.A...., 32,normal,---,---,---
2017-03-15 00:01:36.855,    0.000,TCP  ,192.168.220.16, 49062,10002_113,   443,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:37.251,    0.000,TCP  ,10002_114,   443,192.168.220.16, 55975,       1,      54,    1,.A...., 32,normal,---,---,---
2017-03-15 00:01:37.143,    0.000,TCP  ,192.168.220.16, 55975,10002_114,   443,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:38.022,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.8, 51089,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:01:37.847,    0.000,TCP  ,192.168.220.16, 45487,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:37.849,    0.000,UDP  ,192.168.210.3,   138,192.168.210.255,   138,       2,     517,    1,......,  0,normal,---,---,---
2017-03-15 00:01:38.003,    0.221,TCP  ,192.168.200.8, 51089,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:38.973,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.16, 60802,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:01:38.956,    0.020,TCP  ,192.168.220.16, 60802,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:39.471,    0.077,TCP  ,EXT_SERVER,  8000,192.168.200.9, 49834,       7,     659,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:01:39.471,    0.073,TCP  ,EXT_SERVER,  8000,192.168.200.9, 49835,       7,     654,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:01:39.456,    0.075,TCP  ,192.168.200.9, 49835,EXT_SERVER,  8000,       6,     575,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:01:39.456,    0.080,TCP  ,192.168.200.9, 49834,EXT_SERVER,  8000,       6,     649,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:01:39.528,    0.064,TCP  ,EXT_SERVER,  8000,192.168.200.9, 49836,       7,     800,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:01:39.511,    0.069,TCP  ,192.168.200.9, 49836,EXT_SERVER,  8000,       6,     646,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:01:40.619,    0.000,TCP  ,10001_232,   443,192.168.220.16, 51113,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:40.599,    0.000,TCP  ,192.168.220.16, 51113,10001_232,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:41.048,    0.044,TCP  ,EXT_SERVER,  8000,192.168.200.9, 49838,       7,     737,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:01:39.543,    1.561,TCP  ,EXT_SERVER,  8000,192.168.200.9, 49837,       7,    1824,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:01:41.033,    0.043,TCP  ,192.168.200.9, 49838,EXT_SERVER,  8000,       6,     674,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:01:39.528,    1.560,TCP  ,192.168.200.9, 49837,EXT_SERVER,  8000,       6,     639,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:01:42.380,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.4, 56978,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:01:42.364,    0.020,TCP  ,192.168.200.4, 56978,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:42.988,    0.000,TCP  ,10001_232,    80,192.168.220.16, 49671,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:42.968,    0.000,TCP  ,192.168.220.16, 49671,10001_232,    80,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:46.359,    0.003,TCP  ,192.168.220.10, 40239,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:46.361,    0.000,TCP  ,192.168.100.5,   445,192.168.220.10, 40239,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:46.977,    0.021,TCP  ,192.168.200.5, 51649,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:46.996,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.5, 51649,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:01:47.028,    0.000,UDP  ,192.168.220.12,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-03-15 00:01:47.916,    0.000,TCP  ,10000_35,   443,192.168.220.16, 45558,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:47.916,    0.000,TCP  ,10000_35,   443,192.168.220.16, 45487,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:47.896,    0.000,TCP  ,192.168.220.16, 45558,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:01:49.460,    0.000,TCP  ,192.168.200.8,   135,192.168.220.16, 51407,       1,      58,    1,.A..S.,  0,victim,portScan,1,nmap args: -sS -T 1
2017-03-15 00:01:49.458,    0.002,TCP  ,192.168.220.16, 51407,192.168.200.8,   135,       2,     112,    1,...RS.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:01:50.462,    0.000,TCP  ,192.168.220.16, 51358,192.168.200.9,  1035,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:01:51.478,    0.000,TCP  ,192.168.100.5,   445,192.168.220.9, 37884,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:51.476,    0.004,TCP  ,192.168.220.9, 37884,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:53.439,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.15, 37039,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:01:53.418,    0.022,TCP  ,192.168.220.15, 37039,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:55.216,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.9, 49194,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:01:55.477,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.14, 48380,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:01:55.460,    0.020,TCP  ,192.168.220.14, 48380,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:55.199,    0.305,TCP  ,192.168.200.9, 49194,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:59.201,    0.000,TCP  ,192.168.100.5,   445,192.168.220.11, 34743,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:01:59.200,    0.004,TCP  ,192.168.220.11, 34743,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:02:02.703,    0.000,TCP  ,192.168.100.5,   445,192.168.200.5, 46808,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:02:03.017,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.9, 50807,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:02:02.702,    0.002,TCP  ,192.168.200.5, 46808,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:02:03.000,    0.020,TCP  ,192.168.220.9, 50807,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:02:03.211,    0.000,UDP  ,DNS,    53,192.168.220.16, 48266,       1,     247,    1,......,  0,normal,---,---,---
2017-03-15 00:02:03.175,    0.085,TCP  ,10000_35,   443,192.168.220.16, 45631,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.174,    0.086,TCP  ,10000_35,   443,192.168.220.16, 45629,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.173,    0.083,TCP  ,10000_35,   443,192.168.220.16, 45628,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.175,    0.085,TCP  ,10001_232,   443,192.168.220.16, 51183,       5,     498,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.157,    0.055,UDP  ,DNS,    53,192.168.220.16, 39326,       2,     537,    1,......,  0,normal,---,---,---
2017-03-15 00:02:03.199,    0.001,UDP  ,DNS,    53,192.168.220.16, 36230,       2,     488,    1,......,  0,normal,---,---,---
2017-03-15 00:02:03.175,    0.085,TCP  ,10000_35,   443,192.168.220.16, 45630,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.157,    0.031,UDP  ,DNS,    53,192.168.220.16, 57144,       2,     388,    1,......,  0,normal,---,---,---
2017-03-15 00:02:03.179,    0.209,TCP  ,10001_232,    80,192.168.220.16, 49812,       4,     697,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.175,    0.085,TCP  ,10000_35,   443,192.168.220.16, 45633,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.156,    0.000,UDP  ,192.168.220.16, 36230,DNS,    53,       2,     146,    1,......,  0,normal,---,---,---
2017-03-15 00:02:03.156,    0.000,UDP  ,192.168.220.16, 39326,DNS,    53,       2,     182,    1,......,  0,normal,---,---,---
2017-03-15 00:02:03.153,    0.000,UDP  ,192.168.220.16, 48266,DNS,    53,       1,      91,    1,......,  0,normal,---,---,---
2017-03-15 00:02:03.154,    0.046,TCP  ,192.168.220.16, 51183,10001_232,   443,       6,     972,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.154,    0.046,TCP  ,192.168.220.16, 45631,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.154,    0.046,TCP  ,192.168.220.16, 45629,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.155,    0.001,UDP  ,192.168.220.16, 57144,DNS,    53,       2,     154,    1,......,  0,normal,---,---,---
2017-03-15 00:02:03.159,    0.229,TCP  ,192.168.220.16, 49812,10001_232,    80,       5,    2155,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.153,    0.043,TCP  ,192.168.220.16, 45628,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.154,    0.046,TCP  ,192.168.220.16, 45630,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.154,    0.050,TCP  ,192.168.220.16, 45633,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:03.971,    0.000,UDP  ,DNS,    53,192.168.220.16, 43428,       1,     274,    1,......,  0,normal,---,---,---
2017-03-15 00:02:04.071,    0.000,UDP  ,DNS,    53,192.168.220.16, 45970,       2,     533,    1,......,  0,normal,---,---,---
2017-03-15 00:02:03.968,    0.000,UDP  ,192.168.220.16, 43428,DNS,    53,       1,      77,    1,......,  0,normal,---,---,---
2017-03-15 00:02:04.070,    0.000,UDP  ,192.168.220.16, 45970,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:02:04.326,    0.000,UDP  ,DNS,    53,192.168.220.16, 49092,       2,     533,    1,......,  0,normal,---,---,---
2017-03-15 00:02:04.179,    0.000,TCP  ,10002_113,   443,192.168.220.16, 49062,       2,    1089,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:02:04.125,    0.166,TCP  ,10003_195,    80,192.168.220.16, 48332,       3,     909,    1,.AP.S., 32,normal,---,---,---
2017-03-15 00:02:04.433,    0.002,TCP  ,10002_114,   443,192.168.220.16, 55975,       2,    1089,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:02:04.324,    0.000,UDP  ,192.168.220.16, 49092,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:02:04.070,    0.113,TCP  ,192.168.220.16, 49062,10002_113,   443,       2,    1265,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:02:03.968,    0.323,TCP  ,192.168.220.16, 48332,10003_195,    80,       5,    2406,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:02:04.325,    0.110,TCP  ,192.168.220.16, 55975,10002_114,   443,       3,    1815,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:02:04.648,    0.000,TCP  ,192.168.100.5,   445,192.168.220.12, 49511,       1,     108,    1,.AP...,  0,normal,---,---,---
