Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8.128.192.168-115.175.192.168-0-0-0,115.175.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:07 PM,24625218,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0812175551095628,24625218.0,0.0,24625218.0,24625218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0406087775547814,0.0406087775547814,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,24625218.0,0.0,24625218.0,24625218.0,Bot
248.200.192.168-8.128.192.168-0-0-0,248.200.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:26 PM,1667510,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1993931070878134,1667510.0,0.0,1667510.0,1667510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5996965535439067,0.5996965535439067,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
221.102.192.168-8.128.192.168-0-0-0,221.102.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:26 PM,3005,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.5574043261231,3005.0,0.0,3005.0,3005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,332.77870216306155,332.77870216306155,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8.128.192.168-29.173.192.168-0-0-0,29.173.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:08 PM,29060994,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1032311558235069,14530497.0,20549153.80052989,29060943.0,51.0,51.0,51.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0688207705490046,0.0344103852745023,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,29060943.0,0.0,29060943.0,29060943.0,Bot
4.187.192.168-8.128.192.168-0-0-0,4.187.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:05 PM,4289,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.3091629750524,4289.0,0.0,4289.0,4289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,233.1545814875262,233.1545814875262,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8.128.192.168-68.5.192.168-0-0-0,68.5.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:27 PM,5500512,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636025155476436,5500512.0,0.0,5500512.0,5500512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1818012577738218,0.1818012577738218,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,5500512.0,0.0,5500512.0,5500512.0,Bot
8.128.192.168-82.79.192.168-0-0-0,82.79.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:04 PM,3167696,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6313737176799794,3167696.0,0.0,3167696.0,3167696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3156868588399897,0.3156868588399897,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
245.104.192.168-8.128.192.168-0-0-0,245.104.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:08 PM,17852629,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1120283180701284,17852629.0,0.0,17852629.0,17852629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0560141590350642,0.0560141590350642,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,17852629.0,0.0,17852629.0,17852629.0,Bot
153.195.192.168-8.129.192.168-0-0-0,153.195.192.168,0,8.129.192.168,0,0,12/03/2025 03:07:20 PM,16863593,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1185986877173802,16863593.0,0.0,16863593.0,16863593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0592993438586901,0.0592993438586901,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,16863593.0,0.0,16863593.0,16863593.0,Bot
128.174.192.168-8.128.192.168-0-0-0,128.174.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:27 PM,4643036,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4307526368522664,4643036.0,0.0,4643036.0,4643036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2153763184261332,0.2153763184261332,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8.129.192.168-41.154.192.168-0-0-0,41.154.192.168,0,8.129.192.168,0,0,12/03/2025 03:07:03 PM,22054672,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090683733587151,22054672.0,0.0,22054672.0,22054672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0453418667935755,0.0453418667935755,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,22054672.0,0.0,22054672.0,22054672.0,Bot
8.128.192.168-99.63.192.168-0-0-0,99.63.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:07 PM,24633063,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081191689397295,24633063.0,0.0,24633063.0,24633063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0405958446986475,0.0405958446986475,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,24633063.0,0.0,24633063.0,24633063.0,Bot
150.16.192.168-8.128.192.168-0-0-0,150.16.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:26 PM,3051,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.5227794165847,3051.0,0.0,3051.0,3051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,327.7613897082924,327.7613897082924,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8.128.192.168-12.72.192.168-0-0-0,12.72.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:05 PM,31466951,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095338121573965,15733475.5,6265993.507465875,20164202.0,11302749.0,11302749.0,11302749.0,0.0,11302749.0,11302749.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0635587477159766,0.0317793738579883,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,15733475.5,6265993.507465875,20164202.0,11302749.0,Bot
8.128.192.168-86.82.192.168-0-0-0,86.82.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:07 PM,24833532,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0805362684615301,24833532.0,0.0,24833532.0,24833532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.040268134230765,0.040268134230765,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,24833532.0,0.0,24833532.0,24833532.0,Bot
255.2.192.168-8.128.192.168-0-0-0,255.2.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:05 PM,20097202,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0995163406328901,20097202.0,0.0,20097202.0,20097202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.049758170316445,0.049758170316445,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,20097202.0,0.0,20097202.0,20097202.0,Bot
238.248.192.168-8.128.192.168-0-0-0,238.248.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:08 PM,17877067,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1118751750496879,17877067.0,0.0,17877067.0,17877067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0559375875248439,0.0559375875248439,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,17877067.0,0.0,17877067.0,17877067.0,Bot
8.129.192.168-46.9.192.168-0-0-0,46.9.192.168,0,8.129.192.168,0,0,12/03/2025 03:07:03 PM,44837,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.606017351740746,44837.0,0.0,44837.0,44837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,22.303008675870373,22.303008675870373,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
0.54.192.168-8.128.192.168-0-0-0,0.54.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:05 PM,2289940,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8733853288732456,2289940.0,0.0,2289940.0,2289940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4366926644366228,0.4366926644366228,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
4.224.192.168-8.128.192.168-0-0-0,4.224.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:05 PM,31367157,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095641437953717,15683578.5,8671167.726197233,21815020.0,9552137.0,9552137.0,9552137.0,0.0,9552137.0,9552137.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0637609586358113,0.0318804793179056,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,15683578.5,8671167.726197233,21815020.0,9552137.0,Bot
242.45.192.168-8.128.192.168-0-0-0,242.45.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:26 PM,1634132,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2238913380314442,1634132.0,0.0,1634132.0,1634132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6119456690157221,0.6119456690157221,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8.128.192.168-109.225.192.168-0-0-0,109.225.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:03 PM,28045035,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713138707083089,28045035.0,0.0,28045035.0,28045035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0356569353541544,0.0356569353541544,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,28045035.0,0.0,28045035.0,28045035.0,Bot
8.128.192.168-100.241.192.168-0-0-0,100.241.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:04 PM,3403598,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5876134608141149,3403598.0,0.0,3403598.0,3403598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2938067304070574,0.2938067304070574,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
148.220.192.168-8.128.192.168-0-0-0,148.220.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:06 PM,2110958,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947437135177488,2110958.0,0.0,2110958.0,2110958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.473718567588744,0.473718567588744,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8.128.192.168-97.56.192.168-0-0-0,97.56.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:07 PM,19677930,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1016367067064472,19677930.0,0.0,19677930.0,19677930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0508183533532236,0.0508183533532236,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,19677930.0,0.0,19677930.0,19677930.0,Bot
136.109.192.168-8.128.192.168-0-0-0,136.109.192.168,0,8.128.192.168,0,0,12/03/2025 03:07:26 PM,4549375,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4396208270366808,4549375.0,0.0,4549375.0,4549375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2198104135183404,0.2198104135183404,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
