Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Device,Attack Name,Label,Attack_Type
192.168.137.241-52.210.128.146-54381-443-6,192.168.137.241,54381,52.210.128.146,443,6,12/10/21 9:35,743779,13,10,1029,6193,647,0,79.15384615,183.6259087,1448,0,619.3,716.1129722,9709.873497,30.923164,33808.13636,45088.35886,116457.0,0.0,655364.0,54613.66667,55196.6791,116658.0,0.0,644262.0,71584.66667,91632.25635,225278.0,37.0,0,0,0,0,424,328,17.47831009,13.44485391,0,1448,300.9166667,542.2792411,294066.7754,2,2,0,7,22,0,0,0,0,314.0,79.15384615,619.3,0,0,0,7222,11,16064,0,0,0,0,14600,115,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-63.34.221.159-45697-443-6,192.168.137.241,45697,63.34.221.159,443,6,12/10/21 9:36,2727977,6,6,2261,2055,818,0,376.8333333,414.6402859,651,34,342.5,337.944818,1582.124776,4.398864067,247997.9091,693036.2061,2332251.0,58.0,2727977.0,545595.4,999889.8188,2332251.0,17164.0,2594639.0,518927.8,1084626.147,2456211.0,58.0,1,0,0,0,192,192,2.199432033,2.199432033,0,818,385.4615385,358.0038676,128166.7692,0,0,0,9,12,0,0,0,1,417.5833333,376.8333333,342.5,0,0,0,2813,6,11017,6,2261,6,2055,1321,425,2,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-52.210.128.146-54391-443-6,192.168.137.241,54391,52.210.128.146,443,6,12/10/21 9:36,1497,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1336.005344,1497.0,0.0,1497.0,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,668.002672,668.002672,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,524,115,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
54.185.77.173-192.168.137.241-443-60414-6,54.185.77.173,443,192.168.137.241,60414,6,12/10/21 9:36,2605616,2,2,730,0,422,308,365.0,80.61017306,0,0,0.0,0.0,280.1640764,1.535145624,868538.6667,1486854.674,2585408.0,7537.0,2598079.0,2598079.0,0.0,2598079.0,2598079.0,2592945.0,2592945.0,0.0,2592945.0,2592945.0,1,0,0,0,64,64,0.767572812,0.767572812,0,422,207.6,195.1430245,38080.8,0,0,0,2,4,0,0,0,1,259.5,365.0,0.0,0,0,0,0,0,0,2,730,2,0,219,1321,1,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
52.210.249.6-192.168.137.241-443-47781-6,52.210.249.6,443,192.168.137.241,47781,6,12/10/21 9:36,3094881,98,130,0,179842,0,0,0.0,0.0,1448,0,1383.4,264.0021611,58109.50405,73.67003772,13633.837,62382.12948,610729.0,0.0,2991676.0,30842.02062,112817.9426,708244.0,13.0,2600744.0,20160.8062,87289.57631,708263.0,0.0,0,0,0,0,3136,4160,31.66519165,42.00484607,0,1448,785.3362445,714.9650743,511175.0575,0,0,1,9,228,0,0,0,1,788.7807018,0.0,1383.4,0,0,0,179842,129,74952,0,0,0,0,2792,1090,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-52.210.128.146-54391-443-6,192.168.137.241,54391,52.210.128.146,443,6,12/10/21 9:36,667541,8,7,954,330,647,0,119.25,226.4734295,178,0,47.14285714,80.86084461,1923.477359,22.4705299,47681.5,50335.43508,138924.0,55.0,576927.0,82418.14286,55195.1441,151234.0,5136.0,571491.0,95248.5,80337.25118,198244.0,55.0,0,0,0,0,264,232,11.98428261,10.48624729,0,647,80.25,168.2345585,28302.86667,2,2,0,6,14,0,0,0,0,85.6,119.25,47.14285714,0,0,0,1284,6,3440,0,0,0,0,14600,115,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
54.76.149.225-192.168.137.241-443-51828-6,54.76.149.225,443,192.168.137.241,51828,6,12/10/21 9:38,3906,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,512.0327701,3906.0,0.0,3906.0,3906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,256.016385,256.016385,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,115,1000,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-63.34.221.159-45697-443-6,192.168.137.241,45697,63.34.221.159,443,6,12/10/21 9:38,497898,4,4,1443,1370,748,0,360.75,417.119787,651,34,342.5,356.2251161,5649.751556,16.06754797,71128.28571,80060.32111,213644.0,58.0,497898.0,165966.0,44933.2671,213644.0,124404.0,335667.0,111889.0,193695.2418,335549.0,58.0,1,0,0,0,128,128,8.033773986,8.033773986,0,748,389.7777778,354.9872455,126015.9444,0,0,0,6,8,0,0,0,1,438.5,360.75,342.5,0,0,0,2813,6,6241,0,0,0,0,1321,425,1,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
54.185.77.173-192.168.137.241-443-60414-6,54.185.77.173,443,192.168.137.241,60414,6,12/10/21 9:38,6117,1,1,308,0,308,308,308.0,0.0,0,0,0.0,0.0,50351.47948,326.957659,6117.0,0.0,6117.0,6117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,163.4788295,163.4788295,0,308,205.3333333,177.8238829,31621.33333,0,0,0,1,2,0,0,0,1,308.0,308.0,0.0,0,0,0,0,0,0,0,0,0,0,219,1321,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
52.16.9.27-192.168.137.241-443-57935-6,52.16.9.27,443,192.168.137.241,57935,6,12/10/21 9:38,2648066,64,56,0,77096,0,0,0.0,0.0,1448,403,1376.714286,234.3367984,29114.07797,45.31609106,22252.65546,88620.01827,615978.0,0.0,2648066.0,42032.79365,142284.652,714817.0,16.0,2522037.0,45855.21818,151584.3897,714738.0,0.0,0,0,0,0,2048,1792,24.1685819,21.14750916,0,1448,637.1570248,707.3257266,500309.6835,0,0,1,6,120,0,0,0,0,642.4666667,0.0,1376.714286,0,0,0,77096,56,30568,0,0,0,0,3213,1090,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-54.76.149.225-51828-443-6,192.168.137.241,51828,54.76.149.225,443,6,12/10/21 9:38,710490,13,10,1029,6193,647,0,79.15384615,183.6259087,1448,0,619.3,716.1129722,10164.81583,32.37202494,32295.0,43487.10843,103121.0,0.0,613557.0,51129.75,54108.04289,123679.0,0.0,613053.0,68117.0,85322.01061,211726.0,37.0,0,0,0,0,424,328,18.29723149,14.07479345,0,1448,300.9166667,542.2792411,294066.7754,2,2,0,7,22,0,0,0,0,314.0,79.15384615,619.3,0,0,0,7222,11,16229,0,0,0,0,14600,115,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-54.171.162.54-36578-443-6,192.168.137.241,36578,54.171.162.54,443,6,12/10/21 9:40,7452,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,268.3843264,7452.0,0.0,7452.0,7452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,134.1921632,134.1921632,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,638,115,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-63.34.221.159-45697-443-6,192.168.137.241,45697,63.34.221.159,443,6,12/10/21 9:40,22088392,9,8,3079,2740,818,0,342.1111111,407.3415166,651,34,342.5,329.8003725,263.4415398,0.769635019,1380524.5,4322275.805,17100000.0,0.0,22100000.0,2761049.0,5973166.364,17100000.0,0.0,22000000.0,3136814.0,6420626.105,17200000.0,59.0,1,0,0,0,288,256,0.407453834,0.362181185,0,818,368.7222222,368.0249041,135442.3301,0,0,0,12,17,0,0,0,0,390.4117647,342.1111111,342.5,0,0,0,2813,6,7293,4,1539,4,1370,1321,425,3,32,125536.0,0.0,125536.0,125536.0,17100000,0,17100000,17100000,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-54.185.77.173-60414-443-6,192.168.137.241,60414,54.185.77.173,443,6,12/10/21 9:40,23934407,4,4,0,1152,0,0,0.0,0.0,422,0,288.0,199.379036,48.13154552,0.334246844,3419201.0,6335348.459,17200000.0,5403.0,23900000.0,7978135.667,8133786.658,17200000.0,1953580.0,23800000.0,7947202.333,8173350.284,17200000.0,1856443.0,0,0,0,0,128,128,0.167123422,0.167123422,0,422,128.0,194.7998973,37947.0,0,0,0,3,8,0,0,0,1,144.0,0.0,288.0,0,0,0,0,0,0,1,0,1,384,1321,219,0,32,1953580.0,0.0,1953580.0,1953580.0,17200000,0,17200000,17200000,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-34.253.95.65-58782-443-6,192.168.137.241,58782,34.253.95.65,443,6,12/10/21 9:39,31268787,1188,891,1674772,0,1448,0,1409.740741,181.5905857,0,0,0.0,0.0,53560.50428,66.48802846,15047.53946,70219.58526,697007.0,0.0,31300000.0,26342.70177,109527.7184,796121.0,0.0,30800000.0,34644.64719,124545.9463,795068.0,13.0,0,0,0,0,38016,28512,37.99315912,28.49486934,0,1448,805.875,711.1456262,505728.1017,0,0,1,68,2079,0,0,0,0,806.2626263,1409.740741,0.0,0,0,0,1674772,1187,53583,0,0,0,0,1181,4477,1186,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
34.253.95.65-192.168.137.241-443-58782-6,34.253.95.65,443,192.168.137.241,58782,6,12/10/21 9:40,2377,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1682.793437,792.3333333,715.5901993,1463.0,39.0,914.0,457.0,591.1412691,875.0,39.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,20,1262.095078,420.6983593,0,0,0.0,0.0,0.0,0,0,1,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4477,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-34.253.95.65-58782-443-6,192.168.137.241,58782,34.253.95.65,443,6,12/10/21 9:40,6642,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,602.2282445,2214.0,2030.588831,4060.0,39.0,6642.0,6642.0,0.0,6642.0,6642.0,39.0,39.0,0.0,39.0,39.0,0,0,0,0,40,64,301.1141223,301.1141223,0,0,0.0,0.0,0.0,0,0,2,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4477,0,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
34.253.95.65-192.168.137.241-443-58782-6,34.253.95.65,443,192.168.137.241,58782,6,12/10/21 9:40,7265,6,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,963.523744,1210.833333,580.9937751,2068.0,613.0,5887.0,1177.4,643.0853754,2068.0,613.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,192,20,825.8774948,137.6462491,0,0,0.0,0.0,0.0,0,0,1,0,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4477,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-34.253.95.65-58782-443-6,192.168.137.241,58782,34.253.95.65,443,6,12/10/21 9:40,0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,5937.81503623843,522.339035455309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-34.253.95.65-58782-443-6,192.168.137.241,58782,34.253.95.65,443,6,12/10/21 9:40,0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,5937.81503623843,522.339035455309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-34.253.95.65-58782-443-6,192.168.137.241,58782,34.253.95.65,443,6,12/10/21 9:40,1887,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1059.883413,1887.0,0.0,1887.0,1887.0,1887.0,1887.0,0.0,1887.0,1887.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1059.883413,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-54.171.162.54-36578-443-6,192.168.137.241,36578,54.171.162.54,443,6,12/10/21 9:40,935292,13,11,1029,7641,647,0,79.15384615,183.6259087,1448,0,694.6363636,723.8558244,9269.832309,25.66043546,40664.86957,47877.45026,122980.0,0.0,847001.0,70583.41667,68084.90752,222603.0,0.0,836415.0,83641.5,95021.67843,221419.0,37.0,0,0,0,0,472,360,13.89940254,11.76103292,0,1448,346.8,578.313064,334446.0,2,2,0,7,23,0,0,0,0,361.25,79.15384615,694.6363636,0,0,0,8670,12,13501,0,0,0,0,14600,115,4,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-52.48.72.157-39707-443-6,192.168.137.241,39707,52.48.72.157,443,6,12/10/21 9:41,9682,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,206.5688907,9682.0,0.0,9682.0,9682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,103.2844454,103.2844454,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1000,115,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-63.34.221.159-45697-443-6,192.168.137.241,45697,63.34.221.159,443,6,12/10/21 9:41,22163269,8,9,3079,2740,818,0,384.875,413.3049505,651,0,304.4444444,328.9472264,262.5515216,0.767034863,1385204.312,3775918.934,13200000.0,60.0,22200000.0,3166181.286,5391385.411,13200000.0,84221.0,22100000.0,2757054.875,5199901.1,13300000.0,60.0,1,0,0,0,256,288,0.360957583,0.40607728,0,818,368.7222222,368.0249041,135442.3301,0,0,0,12,17,0,0,0,1,390.4117647,384.875,304.4444444,0,0,0,2813,6,8720,4,1539,4,1370,1321,425,3,32,228944.5,139395.4953,327512.0,130377.0,10800000,3423115,13200000,8368081,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-54.185.77.173-60414-443-6,192.168.137.241,60414,54.185.77.173,443,6,12/10/21 9:41,23985690,5,5,0,1152,0,0,0.0,0.0,422,0,230.4,215.4130915,48.02863707,0.416915252,2665076.667,4911204.162,13400000.0,5159.0,24000000.0,5996422.5,6149833.739,13400000.0,161160.0,23900000.0,5971600.0,6178808.116,13400000.0,68890.0,0,0,0,0,160,160,0.208457626,0.208457626,0,422,104.7272727,181.7652832,33038.61818,0,0,0,3,10,0,0,0,1,115.2,0.0,230.4,0,0,0,0,0,0,1,0,1,384,1321,219,0,32,968758.5,1362735.482,1932358.0,5159.0,11000000,3315102,13400000,8673315,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-52.211.250.125-46081-443-6,192.168.137.241,46081,52.211.250.125,443,6,12/10/21 9:41,31272138,1161,892,1623900,0,1448,0,1398.70801,212.2452429,0,0,0.0,0.0,51928.01336,65.64949285,15239.83333,71638.74442,709829.0,0.0,31300000.0,26958.73966,111739.4262,805730.0,0.0,30700000.0,34471.93154,125152.6253,805646.0,13.0,0,0,0,0,37152,28544,37.12569956,28.52379329,0,1448,791.308666,711.5915952,506362.5983,0,0,1,71,2053,0,0,0,0,791.6941062,1398.70801,0.0,0,0,0,1623900,1160,51960,0,0,0,0,1181,4336,1159,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
52.211.250.125-192.168.137.241-443-46081-6,52.211.250.125,443,192.168.137.241,46081,6,12/10/21 9:41,6295,11,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1906.274821,572.2727273,775.2079838,2322.0,54.0,3973.0,397.3,541.7845103,1860.0,54.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,352,20,1747.418586,158.8562351,0,0,0.0,0.0,0.0,0,0,1,0,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4336,0,0,32,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
192.168.137.241-52.211.250.125-46081-443-6,192.168.137.241,46081,52.211.250.125,443,6,12/10/21 9:41,0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,5937.81503623843,522.339035455309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0,0,0,0,ArloQ Camera,Benign Traffic,0,Benign
