Unnamed: 0,Seq,Dur,RunTime,Mean,Sum,Min,Max,Proto,sTos,dTos,sDSb,dDSb,sTtl,dTtl,sHops,dHops,Cause,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Offset,sMeanPktSz,dMeanPktSz,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,SrcGap,DstGap,Rate,SrcRate,DstRate,State,SrcWin,DstWin,sVid,dVid,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,Label,Attack Tool
438589,43868,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,16875704,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
429134,111772,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,32097316,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
454335,5794,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,2153232,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
317785,74098,2.580462,2.580462,2.580462,2.580462,2.580462,2.580462,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,22711512,42.0,0.0,130.209244,130.209244,0.0,0,0,0,0.0,,,0.387527,0.387527,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
416505,92093,2.575159,2.575159,2.575159,2.575159,2.575159,2.575159,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,31033864,42.0,0.0,130.477371,130.477371,0.0,0,0,0,0.0,,,0.388326,0.388326,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
360779,71366,2.568725,2.568725,2.568725,2.568725,2.568725,2.568725,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,26336220,42.0,0.0,130.804184,130.804184,0.0,0,0,0,0.0,,,0.389298,0.389298,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
469434,121470,2.579268,2.579268,2.579268,2.579268,2.579268,2.579268,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,35492196,42.0,0.0,130.269516,130.269516,0.0,0,0,0,0.0,,,0.387707,0.387707,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
307932,127296,2.579932,2.579932,2.579932,2.579932,2.579932,2.579932,udp,0.0,,cs0,,63.0,,1.0,,Start,2,2,0,84,84,0,21879092,42.0,0.0,130.235992,130.235992,0.0,0,0,0,0.0,,,0.387607,0.387607,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
409378,79575,2.569637,2.569637,2.569637,2.569637,2.569637,2.569637,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,30433680,42.0,0.0,130.757767,130.757767,0.0,0,0,0,0.0,,,0.38916,0.38916,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
722866,11068,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,,cs0,,58.0,,6.0,,Start,1,1,0,98,98,0,6777588,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
272000,108147,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,18844212,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
30869,29,4.990017,4.990017,4.990017,4.990017,4.990017,4.990017,udp,0.0,0.0,cs0,cs0,117.0,64.0,11.0,0.0,Status,113,89,24,119557,115109,4448,704156,1293.359497,185.333328,189304.375,182469.9219,6834.445801,0,0,0,0.0,,,22.444813,17.63521,4.609203,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
285932,68715,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,20019236,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
437999,43305,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,16792664,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
262869,99016,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,18077684,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
28132,10,4.886604,4.886604,4.886604,4.886604,4.886604,4.886604,udp,0.0,0.0,cs0,cs0,117.0,64.0,11.0,0.0,Status,156,129,27,177093,168213,8880,439024,1303.976685,328.888885,287253.9375,273253.1875,14000.72559,0,0,0,0.0,,,31.719372,26.194061,5.320669,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
50268,6,4.991085,4.991085,4.991085,4.991085,4.991085,4.991085,udp,0.0,0.0,cs0,cs0,117.0,64.0,11.0,0.0,Status,184,165,19,218854,213298,5556,255008,1292.71521,292.421051,348252.9688,339815.5,8437.444336,0,0,0,0.0,,,36.665375,32.858585,3.60643,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
431411,78870,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,32289536,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
414995,31963,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,12580016,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
36039,2035,0.134013,0.134013,0.134013,0.134013,0.134013,0.134013,udp,0.0,0.0,cs0,cs0,64.0,52.0,0.0,12.0,Start,18,9,9,6066,3048,3018,322408,338.666656,335.333344,321938.9375,161775.3594,160163.5625,0,0,0,0.0,,,126.853371,59.695702,59.695702,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
679501,14935,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,3411708,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
372765,94364,2.576908,2.576908,2.576908,2.576908,2.576908,2.576908,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,27347148,42.0,0.0,130.388824,130.388824,0.0,0,0,0,0.0,,,0.388062,0.388062,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
231161,83,0.066993,0.066993,0.066993,0.066993,0.066993,0.066993,udp,0.0,0.0,cs0,cs0,64.0,117.0,0.0,11.0,Status,4,2,2,449,310,139,15372444,155.0,69.5,26868.48047,18509.39648,8359.083008,0,0,0,0.0,,,44.7808,14.926933,14.926933,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
367192,124508,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,26878476,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
487457,97133,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,37014012,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
364970,80247,2.568449,2.568449,2.568449,2.568449,2.568449,2.568449,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,26691004,42.0,0.0,130.818253,130.818253,0.0,0,0,0,0.0,,,0.38934,0.38934,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
543150,22652,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,3419712,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
667654,3875,4.004815,4.004815,4.004815,4.004815,4.004815,4.004815,udp,0.0,,cs0,,64.0,,0.0,,Start,6,6,0,7097,7097,0,1720152,1182.833374,0.0,11815.77637,11815.77637,0.0,0,0,0,0.0,,,1.248497,1.248497,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
22899,10698,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,,cs0,,58.0,,6.0,,Start,1,1,0,98,98,0,1117820,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
307212,97844,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,21818228,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
28006,8,4.998458,4.998458,4.998458,4.998458,4.998458,4.998458,udp,0.0,0.0,cs0,cs0,117.0,64.0,11.0,0.0,Status,174,148,26,202842,196999,5843,428016,1331.074341,224.730774,322158.5625,313165.375,8993.173828,0,0,0,0.0,,,34.610676,29.409071,5.001543,CON,,,,,,,0.0,0.0,0.0,Benign,Benign
411895,84158,2.570309,2.570309,2.570309,2.570309,2.570309,2.570309,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,30645344,42.0,0.0,130.723587,130.723587,0.0,0,0,0,0.0,,,0.389058,0.389058,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
359752,69737,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,26249388,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
350203,985,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,,cs0,,58.0,,6.0,,Start,1,1,0,98,98,0,217192,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
309778,102009,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,22035500,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
272390,108536,2.588888,2.588888,2.588888,2.588888,2.588888,2.588888,udp,0.0,,cs0,,63.0,,1.0,,Start,2,2,0,84,84,0,18877400,42.0,0.0,129.785461,129.785461,0.0,0,0,0,0.0,,,0.386266,0.386266,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
675243,10922,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,2810908,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
646650,28101,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,,cs0,,58.0,,6.0,,Start,1,1,0,98,98,0,16529504,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
348359,82,0.029526,0.029526,0.029526,0.029526,0.029526,0.029526,tcp,0.0,0.0,cs0,cs0,64.0,116.0,0.0,12.0,Start,4,2,2,264,156,108,14604,78.0,54.0,35765.08594,21133.91602,14631.17188,0,0,0,0.0,0.0,0.0,101.605362,33.868454,33.868454,RST,170.0,0.0,,,3935747895.0,3683234864.0,0.0,0.0,0.0,Benign,Benign
41939,6521,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,1061352,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
658598,467,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,,cs0,,58.0,,6.0,,Start,1,1,0,98,98,0,131836,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,ECO,,,,,,,0.0,0.0,0.0,Benign,Benign
259681,95828,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,17809728,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
537654,17295,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,2610140,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
293959,78209,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,20701212,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
355988,120918,2.574055,2.574055,2.574055,2.574055,2.574055,2.574055,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,25930308,42.0,0.0,130.53334,130.53334,0.0,0,0,0,0.0,,,0.388492,0.388492,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
339408,4508,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,784000,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
249755,85905,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,16974884,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
644932,27274,3.000907,3.000907,3.000907,3.000907,3.000907,3.000907,tcp,0.0,,cs0,,64.0,,0.0,,Start,3,3,0,222,222,0,16259412,74.0,0.0,394.547394,394.547394,0.0,2,2,0,40.0,0.0,0.0,0.666465,0.666465,0.0,REQ,33553920.0,,,,131721720.0,,0.0,0.0,0.0,Benign,Benign
43715,3948,4.969144,4.969144,4.969144,4.969144,4.969144,4.969144,tcp,0.0,0.0,cs0,cs0,64.0,117.0,0.0,11.0,Status,72,12,60,87482,2610,84872,1363688,217.5,1414.533325,138214.5469,3852.575195,134361.9844,0,0,0,0.0,0.0,0.0,14.288176,2.213661,11.873273,CON,1038336.0,260864.0,,,209684923.0,281433106.0,0.038936,0.022074,0.016862,Benign,Benign
340704,5774,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,997336,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
670159,6000,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,2094860,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
355532,103700,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,25891808,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
564268,333,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,255.0,,1.0,,Start,1,1,0,60,60,0,55868,60.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
43990,8549,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,1349224,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
473490,71532,2.580051,2.580051,2.580051,2.580051,2.580051,2.580051,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,35836420,42.0,0.0,130.22998,130.22998,0.0,0,0,0,0.0,,,0.387589,0.387589,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
559376,38258,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,5752104,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
431136,78245,2.581306,2.581306,2.581306,2.581306,2.581306,2.581306,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,32266336,42.0,0.0,130.166672,130.166672,0.0,0,0,0,0.0,,,0.387401,0.387401,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
670787,6616,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,71,71,0,2182556,71.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
294746,79516,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,20767116,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
548674,28010,0.115878,0.115878,0.115878,0.115878,0.115878,0.115878,tcp,0.0,0.0,cs0,cs0,64.0,62.0,0.0,2.0,Start,16,9,7,5257,1013,4244,4244192,112.555557,606.285706,313364.0625,62203.35156,251160.7031,0,0,0,0.0,0.0,0.0,129.446487,69.038124,51.778595,CON,97792.0,31104.0,,,3029637572.0,3625315043.0,0.014902,0.001256,0.013646,Benign,Benign
382686,71555,2.578059,2.578059,2.578059,2.578059,2.578059,2.578059,udp,0.0,,cs0,,63.0,,1.0,,Status,2,2,0,84,84,0,28184264,42.0,0.0,130.330612,130.330612,0.0,0,0,0,0.0,,,0.387889,0.387889,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
546230,25662,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,3872564,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
342359,9,9.5e-05,9.5e-05,9.5e-05,9.5e-05,9.5e-05,9.5e-05,sctp,40.0,186.0,af11,ef,250.0,255.0,6.0,1.0,Status,2,1,1,232,118,114,1266260,118.0,114.0,0.0,0.0,0.0,0,0,0,0.0,,,10526.31543,0.0,0.0,CON,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
321631,83408,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Status,1,1,0,42,42,0,23037228,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,REQ,,,,,,,0.0,0.0,0.0,Benign,Benign
52136,434,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,64,64,0,79612,64.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
422441,35554,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,249.0,,7.0,,Start,1,1,0,74,74,0,14028256,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,610.0,,,,0.0,0.0,0.0,Benign,Benign
274976,111122,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,,cs0,,63.0,,1.0,,Start,1,1,0,42,42,0,19096024,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,INT,,,,,,,0.0,0.0,0.0,Benign,Benign
