timestamp,src_ip,src_port,dst_ip,dst_port,protocol,packet_size,tcp_flags,ttl,attack_type,label
1186260576.560629,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.561061,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.561879,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.568775,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.572450,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.577072,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.581444,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.581941,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.581945,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.582883,195.198.120.238,0,71.126.222.64,0,ICMP,28,0,201,ICMP Flood,DDoS
1186260576.582892,71.126.222.64,0,195.198.120.238,0,ICMP,28,0,255,ICMP Flood,DDoS
1186260576.584053,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.586467,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.587842,195.198.120.238,0,71.126.222.64,0,ICMP,28,0,201,ICMP Flood,DDoS
1186260576.588035,195.198.120.238,0,71.126.222.64,0,ICMP,28,0,201,ICMP Flood,DDoS
1186260576.588164,195.198.120.238,0,71.126.222.64,0,ICMP,28,0,201,ICMP Flood,DDoS
1186260576.588168,195.198.120.238,0,71.126.222.64,0,ICMP,28,0,201,ICMP Flood,DDoS
1186260576.590918,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.591394,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.592287,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.595957,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.600212,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.602284,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.606987,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.612235,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.613853,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.615458,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.622641,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.628610,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.631281,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.631438,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.632656,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.635291,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.642361,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.646272,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.646925,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.652645,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.654499,51.81.166.201,0,71.126.222.64,0,ICMP,28,0,202,ICMP Flood,DDoS
1186260576.657557,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.662132,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.662638,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.663025,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.670213,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.672321,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.675774,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.678615,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.682599,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.684933,51.81.166.201,0,71.126.222.64,0,ICMP,28,0,202,ICMP Flood,DDoS
1186260576.685338,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.690160,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.692833,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.695237,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.698891,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.699372,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.704752,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.707837,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.708783,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.714390,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.715825,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.717083,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.722772,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.724087,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.724794,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.729999,51.81.166.201,0,71.126.222.64,0,ICMP,28,0,202,ICMP Flood,DDoS
1186260576.731815,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.735596,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.737366,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.739694,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.744700,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.747878,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.751239,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.754768,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.755028,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.755773,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.761599,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.764408,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.767004,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.769422,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.771239,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.774554,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.782927,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.784378,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.785088,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.785753,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.787292,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.789835,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.794679,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.798764,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.798804,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.803230,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.804782,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.811073,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.814441,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.815898,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.817196,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.818706,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.824063,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.824765,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.830768,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.831408,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.834761,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.835132,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.844410,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.845496,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.845502,71.126.222.64,0,192.95.27.190,0,ICMP,28,0,255,ICMP Flood,DDoS
1186260576.846051,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.850308,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.855008,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.861261,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.864641,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.864676,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.864757,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.866274,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.867768,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.874747,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.878442,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.878788,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.881850,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.885108,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.892503,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.893033,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.893871,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.894701,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.897598,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.905161,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.907067,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.907455,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.910855,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.911379,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.915436,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.923258,51.81.166.201,0,71.126.222.64,0,ICMP,28,0,202,ICMP Flood,DDoS
1186260576.924733,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.925710,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.929067,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.929115,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.933819,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.935125,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.939332,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.940240,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.943439,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.945463,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.954638,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.955164,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.955990,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.959020,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.964045,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.964049,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.965532,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.971244,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.973794,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.974406,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.975579,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.981725,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.985140,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.987125,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260576.987581,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260576.990534,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260576.995483,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.997663,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260576.997666,51.81.166.201,0,71.126.222.64,0,ICMP,28,0,202,ICMP Flood,DDoS
1186260576.999312,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.001792,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.005160,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.006474,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.015499,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.016293,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.018333,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.019816,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.022006,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.025573,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.027369,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.032368,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.034379,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.035478,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.037634,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.042525,51.81.166.201,0,71.126.222.64,0,ICMP,28,0,202,ICMP Flood,DDoS
1186260577.043660,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.045526,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.047066,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.048838,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.053588,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.055889,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.059376,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.062258,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.062653,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.065454,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.066810,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.066815,71.126.222.64,0,202.1.175.252,0,ICMP,28,0,255,ICMP Flood,DDoS
1186260577.068750,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.075795,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.076005,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.081051,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.084558,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.086169,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.092621,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.093651,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.095516,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.095921,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.100116,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.105566,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.105860,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.115847,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.116070,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.123870,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.124513,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.125812,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.130688,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.132306,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.136321,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.139634,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.143481,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.145667,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.147737,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.150207,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.156181,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.156631,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.157726,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.162327,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.166575,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.170589,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.172228,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.175882,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.176841,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.177480,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.177884,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.185487,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.187361,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.188433,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.191063,51.81.166.201,0,71.126.222.64,0,ICMP,28,0,202,ICMP Flood,DDoS
1186260577.192979,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.193723,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.196021,40.75.89.172,0,71.126.222.64,0,ICMP,28,0,205,ICMP Flood,DDoS
1186260577.196614,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.199956,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.204672,202.1.175.252,0,71.126.222.64,0,ICMP,28,0,199,ICMP Flood,DDoS
1186260577.206254,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.208983,192.120.148.227,0,71.126.222.64,0,ICMP,28,0,208,ICMP Flood,DDoS
1186260577.216234,192.95.27.190,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
1186260577.216506,51.173.229.255,0,71.126.222.64,0,ICMP,28,0,207,ICMP Flood,DDoS
